Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Avidia Checking",,U,,01/06/2014,"verizon fios","Housing : Phone & Internet","Hidden Categories","Housing ` Phone & Internet","",$94.03,$0.00,$4088.69
"Avidia Checking",,U,,01/06/2014,"Towing","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$125.00,$0.00,$3963.69
"Avidia Checking",,U,,01/07/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$98.52,$0.00,$3865.17
"Avidia Checking",,U,,01/08/2014,"Interst","Income : Available next month","Income","Available next month","",$0.00,$0.17,$3865.34
"Avidia Checking",,C,,01/09/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","4123",$5.00,$0.00,$3860.34
"Avidia Checking",,U,,01/09/2014,"Horseman's exchange","Personal : cloths","Personal","cloths","",$111.88,$0.00,$3748.46
"Avidia Checking",,U,,01/09/2014,"softright insurance","Personal : Health Insurance","Personal","Health Insurance","4121",$954.00,$0.00,$2794.46
"Avidia Checking",,U,,01/15/2014,"Rachel Miller","Recreation : Alyssa Horse","Recreation","Alyssa Horse","4124",$55.00,$0.00,$2739.46
"Avidia Checking",,U,,01/17/2014,"Deposit","Income : Available this month","Income","Available this month","",$0.00,$1188.00,$3927.46
"Avidia Checking",,U,,01/17/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$204.28,$0.00,$3723.18
"Avidia Checking",,U,,01/21/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$3817.18
"Avidia Checking",,U,,01/21/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","4125",$25.00,$0.00,$3792.18
"Avidia Checking",,U,,01/21/2014,"Shell","Transportation : Gas","Transportation","Gas","",$42.96,$0.00,$3749.22
"Avidia Checking",,U,,01/27/2014,"Recieved gift","Income : Available this month","Income","Available this month","",$0.00,$50.00,$3799.22
"Avidia Checking",,U,,01/28/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$3893.22
"Avidia Checking",,U,,01/30/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$5.00,$0.00,$3888.22
"Avidia Checking",,U,,02/03/2014,"gift from mom","Income : Available this month","Income","Available this month","",$0.00,$200.00,$4088.22
"Avidia Checking",,U,,02/03/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$4060.22
"Avidia Checking",,U,,02/03/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$94.46,$0.00,$3965.76
"Avidia Checking",,U,,02/03/2014,"city of marlboro","Housing : Real Estate Tax","Hidden Categories","Housing ` Real Estate Tax","",$1245.05,$0.00,$2720.71
"Avidia Checking",,U,,02/04/2014,"Transfer : avidia - Lisa Business",,,,"",$0.00,$400.00,$3120.71
"Avidia Checking",,U,,02/04/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$3214.71
"Avidia Checking",,U,,02/04/2014,"Mass college of Art","Education : College","Education","College","",$50.00,$0.00,$3164.71
"Avidia Checking",,U,,02/04/2014,"Transfer : Discover",,,,"",$1447.30,$0.00,$1717.41
"Avidia Checking",,U,,02/05/2014,"verizon fios","Housing : Phone & Internet","Hidden Categories","Housing ` Phone & Internet","",$94.19,$0.00,$1623.22
"Avidia Checking",,U,,02/06/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","4128",$25.00,$0.00,$1598.22
"Avidia Checking",,U,,02/06/2014,"Transfer : Lisa Cash Account",,,,"",$100.00,$0.00,$1498.22
"Avidia Checking",,U,,02/08/2014,"interest","Income : Available this month","Income","Available this month","",$0.00,$0.13,$1498.35
"Avidia Checking",,U,,02/10/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$121.38,$0.00,$1376.97
"Avidia Checking",,U,,02/10/2014,"Transfer : Target",,,,"",$177.56,$0.00,$1199.41
"Avidia Checking",,U,,02/11/2014,"Deposit","Income : Available this month","Income","Available this month","",$0.00,$500.00,$1699.41
"Avidia Checking",,U,,02/11/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$1793.41
"Avidia Checking",,U,,02/11/2014,"Fastlane","Transportation : tolls","Transportation","tolls","",$14.85,$0.00,$1778.56
"Avidia Checking",,U,,02/18/2014,,"Personal : Miscellaneous","Personal","Miscellaneous","4126",$10.00,$0.00,$1768.56
"Avidia Checking",,U,,02/18/2014,"Mont serrat","Education : College","Education","College","",$50.00,$0.00,$1718.56
"Avidia Checking",,U,,02/18/2014,"Transfer : Target Lisa",,,,"",$197.18,$0.00,$1521.38
"Avidia Checking",,U,,02/18/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$245.55,$0.00,$1275.83
"Avidia Checking",,U,,02/20/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$1369.83
"Avidia Checking",,U,,02/20/2014,"Transfer : Lisa Cash Account",,,,"",$50.00,$0.00,$1319.83
"Avidia Checking",,U,,02/20/2014,"Transfer : avidia - Lisa Business",,,,"",$150.00,$0.00,$1169.83
"Avidia Checking",,U,,02/21/2014,"Tax refund MASSACHUSETTS","Income : Available this month","Income","Available this month","",$0.00,$544.00,$1713.83
"Avidia Checking",,U,,02/21/2014,"MHC Western","Recreation : Alyssa Horse","Recreation","Alyssa Horse","4105",$150.00,$0.00,$1563.83
"Avidia Checking",,U,,02/25/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$1657.83
"Avidia Checking",,U,,02/25/2014,"Fastlane","Transportation : tolls","Transportation","tolls","",$10.70,$0.00,$1647.13
"Avidia Checking",,U,,02/26/2014,"Transfer : Lisa Cash Account",,,,"",$50.00,$0.00,$1597.13
"Avidia Checking",,U,,02/27/2014,"Check From Mom","Income : Available this month","Income","Available this month","",$0.00,$500.00,$2097.13
"Avidia Checking",,U,,02/27/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$5.00,$0.00,$2092.13
"Avidia Checking",,U,,03/01/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$2064.13
"Avidia Checking",,U,,03/03/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$25.00,$0.00,$2039.13
"Avidia Checking",,U,,03/05/2014,"irs","Income : Available this month","Income","Available this month","",$0.00,$4123.00,$6162.13
"Avidia Checking",,U,,03/05/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$6256.13
"Avidia Checking",,U,,03/05/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$94.19,$0.00,$6161.94
"Avidia Checking",,U,,03/05/2014,"Marlboro","Housing : Water","Hidden Categories","Housing ` Water","",$270.75,$0.00,$5891.19
"Avidia Checking",,U,,03/08/2014,"interest","Income : Available this month","Income","Available this month","",$0.00,$0.09,$5891.28
"Avidia Checking",,U,,03/10/2014,"verizon fios","Housing : Phone & Internet","Hidden Categories","Housing ` Phone & Internet","",$94.19,$0.00,$5797.09
"Avidia Checking",,U,,03/10/2014,"Transfer : Target",,,,"",$504.84,$0.00,$5292.25
"Avidia Checking",,U,,03/11/2014,"Marlboro","Transportation : Auto Excise","Transportation","Auto Excise","",$37.50,$0.00,$5254.75
"Avidia Checking",,U,,03/11/2014,"Marlboro","Transportation : Auto Excise","Transportation","Auto Excise","",$48.75,$0.00,$5206.00
"Avidia Checking",,U,,03/11/2014,"simple clean heating","Housing : Maintenance & Repairs","Hidden Categories","Housing ` Maintenance & Repairs","Check 4131",$608.00,$0.00,$4598.00
"Avidia Checking",,U,,03/12/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$4692.00
"Avidia Checking",,U,,03/12/2014,"Transfer : Lisa Cash Account",,,,"",$50.00,$0.00,$4642.00
"Avidia Checking",,U,,03/12/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$84.37,$0.00,$4557.63
"Avidia Checking",,U,,03/17/2014,"Endicott college","Education : College","Education","College","",$50.00,$0.00,$4507.63
"Avidia Checking",,U,,03/18/2014,"OCB","Personal : Miscellaneous","Personal","Miscellaneous","check 4132",$25.00,$0.00,$4482.63
"Avidia Checking",,U,,03/19/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$4576.63
"Avidia Checking",,U,,03/19/2014,"Trustees of Hampshire college","Education : College","Education","College","check 4106",$60.00,$0.00,$4516.63
"Avidia Checking",,U,,03/20/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$234.01,$0.00,$4282.62
"Avidia Checking",,U,,03/25/2014,"Fastlane","Transportation : tolls","Transportation","tolls","",$11.20,$0.00,$4271.42
"Avidia Checking",,U,,03/25/2014,"Fastlane","Transportation : tolls","Transportation","tolls","",$14.00,$0.00,$4257.42
"Avidia Checking",,U,,03/26/2014,"unemployment","Income : Available this month","Income","Available this month","",$0.00,$94.00,$4351.42
"Avidia Checking",,U,,03/26/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","check 4134",$25.00,$0.00,$4326.42
"Avidia Checking",,U,,04/01/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$4298.42
"Avidia Checking",,U,,04/01/2014,"daltons","Housing : Dog","Hidden Categories","Housing ` Dog","#4135",$95.00,$0.00,$4203.42
"Avidia Checking",,U,,04/02/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$94.40,$0.00,$4109.02
"Avidia Checking",,U,,04/02/2014,"softright","Personal : Health Insurance","Personal","Health Insurance","#4136",$954.00,$0.00,$3155.02
"Avidia Checking",,U,,04/04/2014,"Nancy Lander","Personal : Gifts","Personal","Gifts","",$50.00,$0.00,$3105.02
"Avidia Checking",,U,,04/07/2014,"verizon fios","Housing : Phone & Internet","Hidden Categories","Housing ` Phone & Internet","",$94.19,$0.00,$3010.83
"Avidia Checking",,U,,04/08/2014,"interest","Income : Available this month","Income","Available this month","",$0.00,$0.17,$3011.00
"Avidia Checking",,U,,04/09/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$87.95,$0.00,$2923.05
"Avidia Checking",,U,,04/10/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$252.23,$3175.28
"Avidia Checking",,U,,04/10/2014,"Transfer : Target",,,,"",$132.39,$0.00,$3042.89
"Avidia Checking",,U,,04/14/2014,"charles River Medical","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$25.00,$0.00,$3017.89
"Avidia Checking",,U,,04/14/2014,"Stone Pony Farm","Recreation : Alyssa Horse","Recreation","Alyssa Horse","#4138",$180.00,$0.00,$2837.89
"Avidia Checking",,U,,04/16/2014,"Friends Of Beverly Librar","Recreation : Entertainment","Recreation","Entertainment","#4139",$5.00,$0.00,$2832.89
"Avidia Checking",,U,,04/17/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$192.59,$0.00,$2640.30
"Avidia Checking",,U,,04/18/2014,"Cow Parking Meter","Transportation : Parking","Transportation","Parking","",$1.00,$0.00,$2639.30
"Avidia Checking",,U,,04/18/2014,"charles River Medical","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$25.00,$0.00,$2614.30
"Avidia Checking",,U,,04/21/2014,,"Personal : Miscellaneous","Personal","Miscellaneous","ATM FEE",$2.50,$0.00,$2611.80
"Avidia Checking",,U,,04/21/2014,"","Personal : Miscellaneous","Personal","Miscellaneous","",$3.00,$0.00,$2608.80
"Avidia Checking",,U,,04/21/2014,"Zitis","Food : Restaurants","Food","Restaurants","",$75.97,$0.00,$2532.83
"Avidia Checking",,U,,04/21/2014,"Transfer : Robert Cash Account",,,,"",$100.00,$0.00,$2432.83
"Avidia Checking",,U,,04/24/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$211.43,$2644.26
"Avidia Checking",,U,,05/01/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$2616.26
"Avidia Checking",,U,,05/01/2014,"MHC Western","Recreation : Alyssa Horse","Recreation","Alyssa Horse","4137",$85.00,$0.00,$2531.26
"Avidia Checking",,U,,05/01/2014,"MHC Western","Recreation : Alyssa Horse","Recreation","Alyssa Horse","4140",$105.00,$0.00,$2426.26
"Avidia Checking",,U,,05/01/2014,"Marlboro","Housing : Real Estate Tax","Hidden Categories","Housing ` Real Estate Tax","",$1245.05,$0.00,$1181.21
"Avidia Checking",,U,,05/02/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$97.46,$0.00,$1083.75
"Avidia Checking",,U,,05/05/2014,"SMG","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$10.00,$0.00,$1073.75
"Avidia Checking",,U,,05/06/2014,"Transfer : avidia - Lisa Business",,,,"",$0.00,$1000.00,$2073.75
"Avidia Checking",,U,,05/06/2014,"verizon fios","Housing : Phone & Internet","Hidden Categories","Housing ` Phone & Internet","",$94.24,$0.00,$1979.51
"Avidia Checking",,U,,05/08/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$114.91,$2094.42
"Avidia Checking",,U,,05/08/2014,"interest","Income : Available next month","Income","Available next month","",$0.00,$0.10,$2094.52
"Avidia Checking",,U,,05/09/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$89.43,$0.00,$2005.09
"Avidia Checking",,U,,05/12/2014,"Transfer : Target",,,,"",$164.13,$0.00,$1840.96
"Avidia Checking",,U,,05/16/2014,"CJS Pizza","Food : Restaurants","Food","Restaurants","",$28.88,$0.00,$1812.08
"Avidia Checking",,U,,05/19/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$103.49,$0.00,$1708.59
"Avidia Checking",,U,,05/20/2014,"Transfer : Lisa Cash Account",,,,"",$100.00,$0.00,$1608.59
"Avidia Checking",,U,,05/21/2014,"Transfer : avidia - Lisa Business",,,,"",$0.00,$1500.00,$3108.59
"Avidia Checking",,U,,05/21/2014,"city of marlboro","Housing : Water","Hidden Categories","Housing ` Water","",$21.66,$0.00,$3086.93
"Avidia Checking",,U,,05/22/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$266.59,$3353.52
"Avidia Checking",,U,,05/27/2014,"Russell Swinton","Personal : Gifts","Personal","Gifts","4144",$100.00,$0.00,$3253.52
"Avidia Checking",,U,,05/29/2014,"New Horizon","Personal : Miscellaneous","Personal","Miscellaneous","4143 - new horizon deposit",$50.00,$0.00,$3203.52
"Avidia Checking",,U,,06/02/2014,"bank  fee","Personal : BankFee","Personal","BankFee","",$2.50,$0.00,$3201.02
"Avidia Checking",,U,,06/02/2014,"bank  fee","Personal : BankFee","Personal","BankFee","",$3.00,$0.00,$3198.02
"Avidia Checking",,U,,06/02/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$3170.02
"Avidia Checking",,U,,06/02/2014,"Transfer : Lisa Cash Account",,,,"",$80.00,$0.00,$3090.02
"Avidia Checking",,U,,06/02/2014,"Next Step Living","Housing : Maintenance & Repairs","Hidden Categories","Housing ` Maintenance & Repairs","",$100.00,$0.00,$2990.02
"Avidia Checking",,U,,06/02/2014,"Transfer : Lisa Cash Account",,,,"",$200.00,$0.00,$2790.02
"Avidia Checking",,U,,06/03/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$104.18,$0.00,$2685.84
"Avidia Checking",,U,,06/04/2014,"Cheri Hardenbrook","Charity : Other","Charity","Other","4145",$80.00,$0.00,$2605.84
"Avidia Checking",,U,,06/05/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$262.98,$2868.82
"Avidia Checking",,U,,06/05/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$94.24,$0.00,$2774.58
"Avidia Checking",,U,,06/08/2014,"Credit RVM Charge","Personal : BankCredit","Personal","BankCredit","",$0.00,$3.00,$2777.58
"Avidia Checking",,U,,06/08/2014,"interest","Income : Available next month","Income","Available next month","",$0.00,$0.11,$2777.69
"Avidia Checking",,U,,06/09/2014,"MA dui","Transportation : Auto Excise","Transportation","Auto Excise","",$0.00,$73.00,$2850.69
"Avidia Checking",,U,,06/10/2014,"Transfer : Target",,,,"",$327.54,$0.00,$2523.15
"Avidia Checking",,U,,06/12/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$63.25,$0.00,$2459.90
"Avidia Checking",,U,,06/16/2014,"Transfer : Lisa Cash Account",,,,"",$50.00,$0.00,$2409.90
"Avidia Checking",,U,,06/18/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$54.94,$0.00,$2354.96
"Avidia Checking",,U,,06/19/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$301.30,$2656.26
"Avidia Checking",,U,,06/23/2014,"Transfer : avidia - Lisa Business",,,,"",$0.00,$2500.00,$5156.26
"Avidia Checking",,U,,06/23/2014,"savers marlboro","Personal : cloths","Personal","cloths","",$19.97,$0.00,$5136.29
"Avidia Checking",,U,,06/27/2014,"Deposit Marlboro","Income : Available this month","Income","Available this month","",$0.00,$400.00,$5536.29
"Avidia Checking",,U,,06/27/2014,"Kim Campos","Personal : Gifts","Personal","Gifts","",$50.00,$0.00,$5486.29
"Avidia Checking",,U,,06/30/2014,"Transfer : DCU Home Equity Credit line",,,,"4133",$1000.00,$0.00,$4486.29
"Avidia Checking",,U,,07/01/2014,"Save the children","Charity : Other","Charity","Other","",$28.00,$0.00,$4458.29
"Avidia Checking",,U,,07/02/2014,"verizon wireless","Housing : Cell Phones","Hidden Categories","Housing ` Cell Phones","",$97.27,$0.00,$4361.02
"Avidia Checking",,U,,07/03/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$297.24,$4658.26
"Avidia Checking",,U,,07/04/2014,"Transfer : avidia - Lisa Business",,,,"",$0.00,$2500.00,$7158.26
"Avidia Checking",,U,,07/04/2014,"interest","Income : Available next month","Income","Available next month","",$0.00,$0.16,$7158.42
"Avidia Checking",,U,,07/10/2014,"bank  fee","Personal : BankFee","Personal","BankFee","",$2.50,$0.00,$7155.92
"Avidia Checking",,U,,07/10/2014,"bank  fee","Personal : BankFee","Personal","BankFee","",$3.00,$0.00,$7152.92
"Avidia Checking",,U,,07/10/2014,"NGRID","Housing : Electricity","Hidden Categories","Housing ` Electricity","",$74.81,$0.00,$7078.11
"Avidia Checking",,U,,07/10/2014,"Transfer : Target",,,,"",$182.96,$0.00,$6895.15
"Avidia Checking",,U,,07/10/2014,"Transfer : Robert Cash Account",,,,"",$200.00,$0.00,$6695.15
"Avidia Checking",,U,,07/16/2014,"Transfer : Discover",,,,"",$1769.65,$0.00,$4925.50
"Avidia Checking",,U,,07/17/2014,"Pumpkin Brook","Income : Available this month","Income","Available this month","",$0.00,$273.31,$5198.81
"Avidia Checking",,U,,07/18/2014,"Expedia","Recreation : Vacation","Recreation","Vacation","",$0.00,$140.05,$5338.86
"Avidia Checking",,U,,07/18/2014,"Expedia","Recreation : Vacation","Recreation","Vacation","",$0.00,$140.05,$5478.91
"Avidia Checking",,U,,07/18/2014,"nstar","Housing : Gas","Hidden Categories","Housing ` Gas","",$44.30,$0.00,$5434.61
"Avidia Checking",,U,,07/18/2014,"Expedia","Recreation : Vacation","Recreation","Vacation","",$280.10,$0.00,$5154.51
"Avidia Checking",,U,,07/18/2014,"hotels.com","Recreation : Vacation","Recreation","Vacation","Visit  Rose",$367.21,$0.00,$4787.30
"Avidia Checking",,U,,07/21/2014,"hotels.com","Recreation : Vacation","Recreation","Vacation","visit rose refund second night",$0.00,$168.64,$4955.94
